encoded_value,product_url,viewblock_url
eNpzyi9O1QkziDeJt9Qpzs9NLcnIzEvXSSktKM7IL81JSUotzs8pS00BABWTDrk=,https://www.bose.com/en_us/index.html,https://viewblock.io/zilliqa/address/zil13vyd3687nyyadny5qg0psq7xlh8ahqejagxhxg?network=testnet&tab=state
eNorSy_NVNBJK05PSdZJKU4rS9YpTyxOqUovKk5JAwCXLQq8,https://www.bose.com/en_us/index.html,https://viewblock.io/zilliqa/address/zil1dds0zk8y36v8wvch9g3vtn2kat22xrw9hx8mft?network=testnet&tab=state
eNrLSS3RKS3WKUktLtEpyUhNzs_PzkwtBgBhCwig,https://www.bose.com/en_us/index.html,https://viewblock.io/zilliqa/address/zil1yz67egmc8vuxtvvnth6r2qmhwjscqg9dlzd3hg?network=testnet&tab=state
eNrLSS3RKS3WKUktLtEpyUhNzs_PzkwtBgBhCwi,https://www.bose.com/en_us/index.html,https://viewblock.io/zilliqa/address/zil19reczk665uhnxlluw4r960a2607fx8pxu6vew5?network=testnet&tab=state
eNpzyi9O1SnOz00NCdMxNzUxMDPWSUksTk5KT0tJAwCEyQk5,https://www.bose.com/en_us/support/products/bose_home_theater_support/bose_soundbar_and_1_speaker_home_theater_support/bose-solo-15-tv-sound-system.html,https://viewblock.io/zilliqa/address/zil12p5yjkwyq08yz3r2vx49w8qeg020z5cf3826u9?network=testnet&tab=state
gAAAAABhSn7N33cAhVKlMOrD2Hv-KTcnDfMate9K0JhjiqqZsxdrm21w8wjRGjbGcELtRoOPRpo1p6DWt8QHDrIoW8qLXBN0B87JhZemzVHHDa6au82bfYM8ssaJqY46sFRUTjv5ZMQD,https://www.bose.com/en_us/index.html,https://viewblock.io/zilliqa/address/zil1nrqfxdawle8d73v3sjc204yucku73t243z93c7?network=testnet&tab=state
